what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1363453132174
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1363453157362
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1363453161922
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1363453174950
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1363453211486
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1363453223873
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1363453241734
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1363453251123
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363453259439
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363453274121
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363453274787
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363453283613
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.maximizePart",1363453295331
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.maximizePart",1363453296270
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363453297580
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1363453334288
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363453334314
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363453334436
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363453334547
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1363453341131
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1363453341307
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1363453341478
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1363453341650
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1363453342991
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1363453345506
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.next",1363453347451
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1363453347812
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.next",1363453350203
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1363453352480
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363453354062
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363453355448
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363453355524
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363453355693
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1363453370535
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1363453375876
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363453412782
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363453441323
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1363453451157
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1363453457969
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1363453462281
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1363453462320
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.editor",1363453462327
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363453466863
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363453469464
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363453469537
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1363453470696
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1363453470712
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.maximizePart",1363453471839
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1363453484137
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363453492618
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363453493704
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363453496923
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363453542627
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1363453543513
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.maximizePart",1363453547199
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.maximizePart",1363453550210
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1363453551871
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363453552006
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363453552096
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1363453552151
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363453552568
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.maximizePart",1363453553396
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1363453559177
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.next",1363453560897
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1363453561130
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363453562542
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363453563439
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363453563496
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363453563693
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363453568144
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1363453575113
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363453575163
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1363453577500
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363453580584
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363453582354
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363453582957
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363453583575
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363453584259
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363453584764
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.maximizePart",1363453587570
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.showInformation",1363453590092
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1363453591983
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363453592754
started,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.1.v201201112313,"org.eclipse.wst.jsdt.debug.rhino.ui",1363453596224
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.rename",1363453596756
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363453596841
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1363453597459
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.maximizePart",1363453598453
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.maximizePart",1363453602961
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1363453604271
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1363453605163
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.rename",1363453611820
