what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1362250160556
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362250161760
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362250164875
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1362250169340
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1362250170843
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.run",1362250170889
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362250172314
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362250211764
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362250212486
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362250215419
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362250216633
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362250383966
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362250386903
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1362250388588
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.run",1362250389732
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362250392993
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362250408891
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362250409842
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362250411111
